,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
pushdo,1,0,0,0,0,0,0,0,0,0,3,0,4,0,2,0,0,0,6,0,0,0,0,4,1,0,0,868,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,31,0,0
pykspa,17,0,0,0,0,0,28,2,0,0,18,0,0,0,0,0,11,3,0,0,0,0,2,0,0,0,73,8,192,217,0,10,6,9,6,0,0,0,70,0,0,16,0,0,185,40,0,5,7,0,7
pykspa_noise,24,0,0,0,0,0,16,6,0,0,18,0,0,0,0,0,5,5,0,0,0,0,9,3,0,2,55,10,235,239,0,6,11,10,1,0,0,0,57,2,0,19,0,0,146,25,0,3,14,0,11
qadars,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,8,7,789,0,3,1,0,0,0,99,0,0,0,0,0,0,8,3,3,0,0,0,0
qakbot,11,0,18,0,0,0,72,16,0,77,10,0,1,0,0,2,3,31,0,0,59,0,35,0,1,0,37,1,31,34,0,323,8,27,13,1,2,0,2,1,0,0,0,0,73,42,0,0,1,0,0
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,97,0,92,0,0,0,3,92,0,0,103,0,11,1,0,2,2,0,0,0,0,0,4,0,0,0,2,26,28,0,0,7,0,211,7,2,0,0,7,0,0,0,0,0,32,173,0,13,15,0,2
ranbyus_v1,0,0,14,0,0,0,61,10,0,26,0,1,0,0,0,0,6,20,0,0,0,0,31,5,0,1,0,7,4,0,0,1,5,34,660,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
ranbyus_v2,0,0,33,0,0,0,7,9,0,115,0,0,1,0,1,0,0,7,0,0,0,0,173,0,2,0,0,2,0,0,0,0,1,64,59,454,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,32,4,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shiotob,8,0,46,0,17,0,3,3,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,18,11,64,0,0,4,2,0,0,695,0,0,0,1,0,0,13,12,0,1,1,0,0
simda,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,7,3,0,0,6,4,35,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,2,2,0,13
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,4,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,902,1,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,918,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,0,0
tempedreve,89,0,0,0,0,0,0,2,0,0,52,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,16,5,147,96,0,0,0,1,0,0,0,0,17,0,0,4,0,0,482,12,0,1,3,0,0
tinba,3,0,3,0,0,0,23,33,0,0,5,0,0,0,0,2,9,75,0,0,18,0,60,2,0,1,0,12,15,36,0,3,0,24,45,0,0,0,0,0,0,0,0,1,31,529,0,1,0,0,1
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0
vawtrak_v2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,717,184,0,18
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,844,0,1
zeus-newgoz,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923,0
legit,2,0,1,0,0,0,0,0,0,0,3,3,2,8,12,0,2,2,19,0,0,0,0,26,0,7,27,8,6,8,4,1,1,1,0,0,0,6,44,0,7,41,0,0,0,1,0,13,100,0,577
