,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
fobber_v2,550,0,0,0,0,0,0,6,0,0,322,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,1,0,1,10,0,2
gozi_gpl,0,0,0,0,0,0,6,0,0,0,0,898,0,0,0,0,0,1,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gozi_luther,0,0,0,0,0,0,0,2,0,0,0,0,599,177,138,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
gozi_nasa,0,0,0,0,0,0,0,0,0,0,0,0,3,816,95,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,8
gozi_rfc4343,0,0,0,0,0,0,0,3,0,0,0,0,8,204,695,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,7
kraken_v1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,555,370,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kraken_v2,115,0,0,0,0,0,4,22,0,0,56,0,0,0,0,76,529,15,0,0,0,0,13,1,0,0,32,0,0,0,0,0,3,22,1,0,0,0,6,0,0,0,0,0,2,25,0,0,7,0,3
locky,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,8,310,0,0,50,0,88,4,0,0,132,2,17,4,0,31,3,0,79,61,0,0,9,0,0,0,0,0,35,53,0,0,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,1,31,19,0,0,0,854,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,923,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,5,0,1,0,0,0,18,9,0,13,0,0,0,0,0,0,11,82,0,11,7,0,252,0,0,1,164,1,9,1,0,25,1,4,107,146,0,0,3,0,0,0,0,0,6,53,0,0,0,0,2
nymaim,0,0,0,0,0,0,1,0,0,1,1,4,0,10,8,0,0,3,18,0,0,0,3,811,0,20,1,0,2,1,0,0,0,0,1,1,8,0,4,0,12,0,0,0,1,0,4,0,1,0,16
padcrypt,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,918,0,0,1,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,13,1,0,0,0,0,0,0,0,0
proslikefan,55,0,0,0,0,0,0,1,0,0,24,0,0,0,0,3,10,32,0,0,2,0,19,1,0,1,530,0,135,12,0,6,0,1,4,0,0,1,23,0,0,4,0,0,49,5,0,2,3,0,9
pushdo,14,0,0,0,0,0,0,9,0,0,9,0,0,6,3,0,1,8,0,0,0,0,5,8,0,0,0,829,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,3,0,4,24,0,0
pykspa,41,0,0,0,0,0,38,4,0,0,26,0,0,1,0,1,28,16,0,0,0,0,1,1,0,1,59,4,363,38,0,31,11,6,11,0,0,12,53,0,0,4,0,0,144,20,0,1,6,0,11
pykspa_noise,41,0,1,0,0,0,30,2,0,0,28,0,0,0,0,2,19,22,0,0,0,0,1,2,0,1,56,3,387,54,0,16,7,16,15,0,0,7,32,0,0,3,0,0,136,22,0,4,9,0,16
qadars,0,0,3,1,0,0,2,2,0,0,1,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,1,753,2,0,2,3,0,0,146,0,0,0,0,0,0,2,2,3,0,0,0,0
qakbot,18,0,23,0,0,0,39,57,0,69,11,0,0,0,1,0,12,70,0,0,48,0,5,2,0,0,34,1,51,8,0,381,5,9,9,1,0,0,1,0,0,0,0,0,54,21,0,0,1,0,1
ramdo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,154,0,137,0,0,0,0,310,0,0,128,0,0,3,2,1,15,0,0,0,0,0,0,0,1,0,0,3,0,1,0,2,0,122,0,6,0,0,3,1,0,0,0,0,0,32,0,4,5,0,2
ranbyus_v1,0,0,19,0,0,0,61,56,0,21,0,2,0,0,0,0,11,81,0,0,0,0,12,7,0,1,0,1,0,0,0,1,2,11,629,1,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0
ranbyus_v2,0,0,53,0,0,0,7,41,0,118,0,0,0,1,1,0,0,41,0,0,0,0,39,2,1,0,0,0,0,0,0,1,1,15,7,602,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,43,0,32,24,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,1,0,0,0,0,0,0,0,0,0,0
shiotob,20,0,29,1,77,0,6,11,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,12,0,56,1,0,3,3,0,0,691,0,0,0,0,0,0,5,5,0,0,0,0,0
simda,8,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,7,0,0,0,0,9,6,0,0,30,0,21,1,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,0,0,1,0,18
sisron,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,905,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,4,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,2,3,0,0,0,0,0,0,0,0,0,0,19,864,0,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,921,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,928,0,0,0,0,0,0,0
tempedreve,153,0,0,0,0,0,0,1,0,0,73,0,0,0,0,1,11,27,0,0,0,0,0,0,0,2,18,3,212,39,0,2,0,1,0,0,0,4,13,0,0,1,0,0,368,0,0,0,3,0,0
tinba,6,0,2,0,0,0,20,136,0,0,6,0,0,0,0,1,13,124,0,0,28,0,34,3,0,1,0,1,18,1,0,6,0,107,90,0,0,7,1,0,1,0,0,1,19,306,0,0,0,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0
vawtrak_v2,6,0,0,0,0,0,0,3,0,0,6,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,652,214,0,39
vawtrak_v3,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,858,0,48
zeus-newgoz,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0
legit,7,0,0,16,0,0,1,2,0,1,12,0,1,12,15,1,6,0,13,0,0,0,0,26,1,12,25,12,6,10,9,0,0,0,0,0,0,7,13,0,2,23,0,0,2,0,0,9,26,0,662
