,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
kraken_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,121,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kraken_v2,69,0,1,0,0,0,0,15,0,0,41,0,0,0,0,323,323,0,0,0,0,0,0,1,0,0,27,2,7,2,0,0,0,5,1,0,0,0,1,0,0,0,0,0,7,34,0,1,2,0,3
locky,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,2,2,424,0,0,27,0,14,4,0,0,58,3,10,16,0,13,1,0,38,64,0,0,4,0,0,0,1,0,35,50,0,0,0,0,0
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,0,0,0,828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,2,0,1,0,0,0,21,3,0,10,0,1,0,0,0,0,12,71,0,11,6,0,319,0,0,0,81,4,2,4,0,22,0,0,97,136,0,0,3,0,0,0,0,0,8,50,0,0,0,0,1
nymaim,0,0,0,0,0,0,0,0,0,0,0,4,1,1,11,0,0,1,16,0,0,0,2,764,0,11,4,2,1,0,0,0,0,0,1,0,11,0,2,0,5,0,4,0,0,1,4,0,1,0,18
padcrypt,0,0,2,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,1,0,0,0,0,0
proslikefan,28,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,10,61,0,0,0,0,12,1,0,0,478,0,49,94,0,2,0,0,2,0,0,0,31,0,0,1,0,0,49,16,0,4,1,0,8
pushdo,5,0,1,0,0,0,0,0,0,0,3,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,834,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,0,2
pykspa,12,0,0,0,0,0,38,3,0,0,11,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,73,5,134,289,0,30,0,1,0,0,0,0,30,0,0,1,0,0,173,42,0,2,3,0,8
pykspa_noise,16,0,0,0,0,0,28,6,0,0,16,0,0,1,0,2,9,3,0,0,0,0,0,2,0,0,62,7,145,282,0,17,2,6,1,0,0,0,23,0,0,2,0,0,178,36,0,2,6,0,13
qadars,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,6,3,777,0,0,0,0,0,0,60,0,0,0,0,0,0,3,6,1,0,0,0,0
qakbot,14,0,29,0,0,0,99,28,0,46,7,0,0,0,0,1,3,24,0,0,36,0,0,0,0,0,31,1,17,38,0,381,3,4,6,3,0,0,0,0,0,0,0,0,58,35,0,0,1,0,0
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,117,0,200,0,0,0,34,66,0,0,109,0,2,1,2,0,23,0,0,0,0,0,0,0,0,0,13,14,5,0,0,5,0,109,8,8,0,0,1,1,0,0,0,0,8,130,0,4,2,0,3
ranbyus_v1,0,0,38,0,0,0,137,4,0,2,0,0,0,0,0,1,0,15,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,14,640,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
ranbyus_v2,0,0,53,0,0,0,0,5,0,105,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,35,1,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,29,2,6,33,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shiotob,10,0,24,0,34,0,6,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,8,51,0,0,1,4,0,0,687,0,0,0,0,0,0,10,12,0,0,0,0,0
simda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,11,0,8,5,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,2,0,0,0,0,14
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,827,12,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,861,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0
tempedreve,98,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,36,69,0,0,0,0,0,0,0,0,2,0,0,2,0,0,594,0,0,0,1,0,1
tinba,0,0,5,0,0,0,41,7,0,0,0,0,1,0,0,0,2,90,0,0,3,0,2,1,0,1,0,7,2,17,0,1,0,8,16,0,0,0,0,0,0,0,0,1,6,651,0,1,1,0,1
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0
vawtrak_v2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,30,0,8
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,843,0,4
zeus-newgoz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0
legit,2,0,1,0,0,0,0,2,0,0,3,2,1,7,16,0,2,0,14,0,0,0,0,26,0,10,34,7,10,10,3,1,0,0,0,0,0,7,9,0,3,22,2,0,1,0,1,1,40,0,628
