,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
ramnit,177,0,91,0,0,0,0,217,0,0,55,0,0,1,3,0,13,0,0,0,0,0,0,0,1,0,12,5,0,11,0,0,0,176,4,4,0,0,1,1,0,0,0,0,6,69,0,6,1,0,11
ranbyus_v1,0,0,15,0,0,0,66,39,0,1,0,0,0,0,0,0,1,5,0,0,0,0,8,1,0,1,0,0,0,0,0,0,2,25,688,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
ranbyus_v2,0,0,21,0,0,0,0,51,0,103,0,0,0,1,1,0,0,7,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,35,2,630,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,2,0,0,0,0,0,0,44,0,17,34,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,4,0,0,0,0,0,0,0,0
shiotob,15,0,29,0,45,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,43,0,0,5,5,0,0,684,0,0,0,0,1,0,15,2,0,0,1,0,1
simda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,6,0,7,4,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,17
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,1,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,826,0,0,0,0,0,0,0,0,5
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0
tempedreve,135,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,19,84,0,0,0,0,0,0,0,0,6,0,0,1,0,0,587,1,0,1,2,0,1
tinba,1,0,0,0,0,0,51,34,0,0,0,0,0,0,0,0,7,56,0,0,7,0,32,2,1,1,0,3,32,16,0,1,0,41,7,0,0,0,0,0,0,0,0,0,6,565,0,0,2,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0
vawtrak_v2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,6,0,13
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,833,0,23
zeus-newgoz,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0
legit,3,0,2,0,0,0,0,1,0,1,2,0,2,9,13,0,3,0,25,0,0,0,0,30,0,8,27,4,5,2,2,0,0,2,0,0,1,3,4,0,2,11,0,0,1,1,0,3,12,0,686
