,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
kraken_v2,99,0,6,0,0,0,4,10,0,0,65,0,0,0,0,274,209,47,0,0,0,0,15,2,1,0,87,4,6,0,0,0,7,39,23,0,0,0,3,0,0,0,0,0,3,36,0,7,9,0,10
locky,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,6,6,178,0,0,54,0,34,8,3,0,90,16,26,7,0,3,6,0,117,260,0,0,14,0,0,0,0,0,34,38,0,0,0,0,1
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,2,31,5,0,0,0,922,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,940,0,0,13,0,1,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,950,0,3,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necurs,4,0,7,0,0,0,27,1,0,12,1,3,0,0,1,3,6,82,0,14,12,0,55,1,2,1,150,16,6,9,0,8,2,5,124,340,0,0,7,0,0,1,0,0,9,51,2,1,0,0,3
nymaim,0,0,0,0,0,0,0,0,0,0,0,4,0,15,1,0,0,0,17,0,0,0,0,853,0,16,2,3,0,1,0,0,0,0,0,0,14,0,2,0,12,4,7,0,0,0,4,1,3,0,7
padcrypt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,959,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,59,21,0,0,0,0,0,0,0,0
proslikefan,39,0,0,0,0,0,2,0,0,0,27,0,0,0,0,5,9,145,0,0,10,0,10,4,0,0,312,4,103,95,0,0,0,1,12,0,0,1,78,0,0,12,0,0,66,2,0,10,3,0,16
pushdo,16,0,2,0,0,0,0,5,0,0,1,0,4,4,0,0,1,0,2,0,0,0,3,9,0,0,0,844,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,1,0,12,29,0,5
pykspa,24,0,0,0,0,0,97,3,0,2,26,0,0,0,0,5,14,12,0,0,0,0,3,0,1,0,12,15,288,182,0,2,19,14,12,1,0,1,74,0,2,21,0,0,98,0,0,10,19,0,9
pykspa_noise,34,0,0,0,0,0,75,4,0,3,20,0,0,0,0,6,13,20,0,0,0,0,3,0,0,1,18,19,261,219,0,1,17,19,7,4,0,0,61,0,0,25,0,0,96,0,0,3,22,0,15
qadars,0,0,7,4,1,0,11,2,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,3,4,6,726,0,5,4,1,0,0,155,0,0,0,1,1,0,2,0,27,0,0,0,0
qakbot,21,0,66,0,0,0,93,13,0,79,7,0,0,0,0,10,3,44,0,102,76,0,17,1,6,0,4,4,53,15,0,148,9,26,9,89,1,0,4,0,0,1,0,0,57,4,0,2,0,0,2
ramdo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,199,0,255,0,0,0,0,29,0,0,84,0,3,3,2,0,10,0,0,0,0,0,1,0,3,0,0,11,0,0,0,0,0,305,2,18,0,0,0,0,0,0,0,0,0,3,0,16,12,0,10
ranbyus_v1,0,0,28,0,0,0,102,2,0,58,0,3,0,1,0,9,0,11,0,0,0,0,5,9,6,0,0,8,0,0,0,1,10,61,432,208,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0
ranbyus_v2,0,0,79,0,0,0,1,4,0,111,0,4,1,0,1,0,0,0,0,0,0,0,6,1,10,0,0,0,0,0,0,1,1,26,2,717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,0,0,43,0,82,45,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0,0,4,0,33,0,0,0,0,0,0,0,0
shiotob,22,0,50,1,122,0,10,11,0,12,7,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,3,14,5,67,0,0,21,2,6,0,598,0,0,1,2,0,0,6,0,0,0,0,0,1
simda,45,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,2,17,0,0,0,0,5,13,0,0,0,20,14,2,0,0,0,0,5,0,0,0,707,0,0,1,0,0,3,0,1,14,10,0,54
sisron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,31,15,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,856,0,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,958,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0
tempedreve,186,0,0,0,0,0,10,3,0,0,31,0,0,0,0,9,2,55,0,0,0,0,1,1,0,0,9,2,242,71,0,0,0,15,0,0,0,0,27,0,0,7,0,0,287,0,0,4,2,0,2
tinba,5,0,20,0,0,0,105,26,0,5,3,4,1,0,0,3,8,113,0,0,49,0,17,4,6,2,2,8,12,3,0,2,1,293,147,18,0,1,0,0,0,0,0,1,25,77,0,3,2,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0
vawtrak_v2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,227,0,26
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,771,0,61
zeus-newgoz,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0
legit,1,0,1,0,0,0,0,0,0,0,2,1,2,28,1,1,0,1,28,0,0,0,0,65,0,6,21,5,2,16,7,0,0,6,0,0,2,3,36,0,2,51,1,0,1,0,0,13,57,0,606
