,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
matsnu,0,0,0,0,0,0,0,0,0,0,0,0,5,16,8,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17
murofet_v1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,955,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murofet_v2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,952,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
murofet_v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
necurs,8,0,2,0,0,0,6,2,0,14,2,0,0,0,0,2,7,102,0,15,13,0,94,2,0,0,196,7,10,3,0,62,2,4,106,288,0,0,5,0,0,0,0,0,4,7,0,1,0,0,2
nymaim,0,0,0,0,0,0,0,0,0,0,0,13,2,4,8,0,0,1,21,0,0,0,1,808,0,14,6,4,3,1,0,0,0,0,2,1,17,0,10,0,12,4,3,0,0,1,5,4,0,0,21
padcrypt,0,0,2,0,0,0,0,3,0,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,944,1,0,2,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,97,5,0,0,0,0,0,0,0,1
proslikefan,49,0,0,0,0,0,1,0,0,0,29,0,0,0,0,1,6,49,0,0,17,0,5,1,0,0,519,1,155,10,0,3,0,1,5,0,0,1,29,0,0,9,0,0,43,11,0,9,2,0,10
pushdo,47,0,2,0,0,0,0,28,0,0,17,0,16,1,0,0,2,5,0,0,0,0,3,1,0,0,0,785,0,0,0,0,0,16,3,1,0,0,0,0,0,0,0,0,0,1,0,12,17,0,9
pykspa,52,0,0,0,0,0,18,3,0,3,31,0,1,0,0,3,7,24,0,0,0,0,3,0,0,0,72,6,421,55,0,14,23,9,5,0,0,10,50,0,0,10,0,0,112,9,0,11,6,0,8
pykspa_noise,43,0,1,0,0,0,22,4,0,2,37,0,1,0,0,1,7,20,0,0,0,0,3,0,1,0,64,5,407,45,0,7,20,12,9,0,0,9,43,1,0,15,0,0,149,6,0,12,9,0,11
qadars,0,0,6,2,3,0,4,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,1,2,4,2,703,1,8,4,3,0,0,205,0,0,0,0,1,0,1,1,5,0,0,0,1
qakbot,27,0,29,0,0,0,25,8,0,93,6,0,0,0,0,3,8,18,0,3,63,0,3,0,3,0,34,5,77,10,0,426,10,15,7,41,0,2,4,0,0,1,0,0,30,13,0,1,0,0,1
ramdo,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ramnit,200,0,198,0,0,0,0,69,0,0,141,0,7,0,1,6,16,0,0,0,0,0,0,0,2,0,0,5,0,2,0,23,0,114,2,156,0,1,0,1,0,0,0,0,0,3,0,8,10,0,1
ranbyus_v1,0,0,41,0,0,0,25,19,0,64,0,0,0,0,0,3,0,23,0,0,0,0,49,4,3,0,0,5,0,2,0,45,9,22,336,309,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0
ranbyus_v2,0,0,48,0,0,0,0,6,0,120,0,0,4,0,0,0,0,0,0,0,0,0,33,2,3,1,0,0,0,0,0,8,9,5,6,720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,2,0,64,9,22,83,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,776,0,0,0,0,0,2,0,0,0,0,0,0,0,0
shiotob,15,0,26,1,81,0,1,10,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,24,3,89,0,0,10,1,5,0,667,0,0,0,0,0,0,4,1,0,0,2,0,1
simda,63,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,40,0,0,0,0,2,2,0,0,33,17,37,1,0,0,0,0,1,0,0,0,701,0,0,0,0,0,2,0,0,2,5,0,11
sisron,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,962,0,0,0,0,0,0,0,0,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,44,1,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,910,1,0,0,0,0,0,0,0,12
suppobox_3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,961,0,0,0,0,0,0,0
tempedreve,149,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,20,41,0,0,0,0,2,1,0,0,20,3,377,18,0,6,0,1,1,0,0,3,19,0,0,5,1,0,190,17,1,5,2,0,5
tinba,54,0,22,0,0,0,46,74,0,10,45,0,0,0,0,4,19,109,0,0,36,0,64,0,5,0,0,5,53,7,0,11,0,144,146,43,0,8,0,0,1,0,0,1,13,41,0,4,1,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0,0,0
vawtrak_v2,14,0,0,0,0,0,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,101,0,18
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,785,0,42
zeus-newgoz,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,0
legit,7,0,0,1,0,0,0,1,0,1,10,3,9,11,5,4,0,0,19,0,0,0,0,25,0,5,73,5,8,3,6,0,0,1,0,0,0,13,33,0,2,37,0,0,0,0,0,64,52,0,568
