,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
pizd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,81,3,0,0,0,0,0,0,0,0
proslikefan,46,0,1,0,0,0,0,0,0,0,27,1,0,0,0,1,1,11,0,0,78,0,20,2,1,0,164,0,0,254,1,0,1,0,0,0,0,0,286,0,0,18,0,0,25,8,11,20,5,0,1
pushdo,68,0,0,0,0,0,0,0,0,0,23,0,5,0,3,0,2,3,3,0,0,0,1,32,6,0,1,587,0,1,0,0,0,6,0,0,0,0,15,0,0,0,0,0,2,0,1,88,135,0,1
pykspa,60,0,0,0,0,0,3,0,0,3,28,0,0,0,0,2,0,10,0,0,1,0,7,0,2,2,2,4,0,468,1,0,21,0,2,0,0,0,194,3,0,27,1,1,106,4,2,26,2,0,1
pykspa_noise,66,0,0,0,0,0,2,0,0,1,31,0,0,0,0,1,2,10,0,0,0,0,4,1,0,1,1,2,0,482,0,0,22,1,1,0,0,0,189,1,1,30,0,0,95,0,0,32,6,0,1
qadars,6,0,0,12,31,0,0,1,0,3,5,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3,0,1,0,24,654,0,9,1,0,0,0,193,1,0,0,0,1,0,4,1,27,2,0,0,0
qakbot,24,0,86,0,0,0,8,1,0,129,16,1,2,0,0,8,1,48,0,107,117,0,5,2,3,1,3,3,0,130,1,25,35,18,10,113,1,2,27,2,0,3,1,1,35,7,0,5,2,0,0
ramdo,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,3,8,0,0,0,0,0,0,0,0,0,5,0,1,1,0,951,0,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ramnit,236,0,286,0,0,0,3,29,0,0,144,0,14,1,0,3,9,0,0,0,0,0,0,0,3,0,0,12,0,0,0,1,0,131,0,0,0,2,0,1,0,0,0,0,0,21,0,60,26,0,1
ranbyus_v1,5,0,19,0,0,0,7,9,0,63,7,2,1,0,0,3,5,362,0,0,1,0,69,12,5,1,3,31,0,29,1,0,8,37,118,53,0,4,3,1,1,1,0,0,8,105,4,0,5,0,0
ranbyus_v2,0,0,99,0,0,0,6,2,0,143,0,4,6,0,1,1,1,31,0,0,6,0,2,2,6,1,0,7,0,0,0,0,1,17,23,607,1,4,0,2,0,0,2,0,0,7,0,1,0,0,0
rovnix,0,0,0,0,0,0,0,0,0,1,0,96,20,8,127,0,0,0,3,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,678,0,0,0,4,0,35,0,0,0,0,0,0,0,0
shiotob,43,0,33,2,26,0,0,0,0,20,29,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,1,0,59,152,0,0,8,0,0,0,583,0,0,3,3,0,0,1,5,0,4,3,0,1
simda,69,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,2,18,0,0,0,16,0,9,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,1,51,3,0,4
sisron,6,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,939,0,0,0,0,2,4,0,1,0,0,0
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,96,0,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,2,0,0,0,0,0,0,0,0,0,0,73,866,0,0,0,0,0,0,0,0,0
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,971,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,982,0,0,0,0,0,0,0
tempedreve,142,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,3,0,0,0,0,1,2,0,1,1,3,0,458,0,0,0,5,0,0,0,0,97,3,1,17,0,1,142,0,9,23,8,0,0
tinba,103,0,9,0,0,0,1,2,0,3,101,0,1,0,0,3,11,216,0,0,43,0,52,1,8,2,12,23,0,135,0,0,3,82,6,1,0,5,15,1,2,3,0,1,24,79,7,10,18,0,0
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,978,0,0,0,0
vawtrak_v2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759,215,0,1
vawtrak_v3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,441,0,0
zeus-newgoz,0,0,0,0,27,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,948,0
legit,10,0,0,1,0,0,0,0,0,0,4,0,4,2,5,1,1,0,40,0,1,0,0,54,0,5,6,4,0,19,2,0,0,1,0,0,0,6,98,0,11,44,1,0,0,0,0,147,149,0,367
