,alureon,banjori,bedep,ccleaner,chinad,corebot,cryptolocker,dircrypt,dyre,fobber_v1,fobber_v2,gozi_gpl,gozi_luther,gozi_nasa,gozi_rfc4343,kraken_v1,kraken_v2,locky,matsnu,murofet_v1,murofet_v2,murofet_v3,necurs,nymaim,padcrypt,pizd,proslikefan,pushdo,pykspa,pykspa_noise,qadars,qakbot,ramdo,ramnit,ranbyus_v1,ranbyus_v2,rovnix,shiotob,simda,sisron,suppobox_1,suppobox_2,suppobox_3,symmi,tempedreve,tinba,vawtrak_v1,vawtrak_v2,vawtrak_v3,zeus-newgoz,legit
suppobox_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,135,2,0,0,0,0,0,0,0,0
suppobox_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,914,0,0,0,0,0,0,0,0,1
suppobox_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,959,0,0,0,0,0,0,0,0
symmi,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,980,0,0,0,0,0,0,0
tempedreve,81,0,0,0,0,0,0,0,0,24,146,0,0,0,0,24,11,9,0,0,0,0,0,0,1,1,90,2,6,21,5,0,0,0,1,0,0,2,102,11,1,26,0,3,386,0,2,14,5,0,9
tinba,98,0,47,0,0,0,4,82,0,53,123,0,0,0,0,22,4,203,0,0,74,0,35,1,9,2,6,24,0,6,4,0,3,1,57,0,0,0,1,1,0,2,0,0,103,0,1,14,2,0,1
vawtrak_v1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,975,0,0,0,0
vawtrak_v2,4,0,0,0,0,0,0,2,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,177,0,0
vawtrak_v3,7,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,414,0,0
zeus-newgoz,0,0,0,0,2,5,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0
legit,7,0,1,4,0,0,0,2,0,1,14,0,1,4,6,1,0,0,52,0,1,0,0,26,0,1,33,5,1,0,6,0,0,0,0,0,1,7,7,0,3,60,1,0,1,0,1,407,158,0,171
