
Test Phase Average Duration: 0:03:49 (HH:MM:SS)

Class report: 
              precision    recall  f1-score       support
alureon        0.291767  0.432618  0.327123    932.000000
banjori        1.000000  1.000000  1.000000    932.000000
bedep          0.544353  0.620386  0.572905    932.000000
ccleaner       0.993009  0.997854  0.995408    932.000000
chinad         0.951634  0.884120  0.914365    932.000000
corebot        0.999135  0.991845  0.995477    932.000000
cryptolocker   0.459815  0.302361  0.357160    932.000000
dircrypt       0.279022  0.261159  0.259477    932.000000
dyre           0.999571  1.000000  0.999786    932.000000
fobber_v1      0.799485  0.879185  0.831858    932.000000
fobber_v2      0.272555  0.364163  0.303954    932.000000
gozi_gpl       0.943672  0.954721  0.949066    932.000000
gozi_luther    0.887855  0.788841  0.828965    932.000000
gozi_nasa      0.689048  0.807940  0.738781    932.000000
gozi_rfc4343   0.712029  0.708369  0.707704    932.000000
kraken_v1      0.751708  0.700858  0.714803    932.000000
kraken_v2      0.455780  0.402361  0.416059    932.000000
locky          0.381936  0.310300  0.336656    932.000000
matsnu         0.943204  0.938627  0.940356    932.000000
murofet_v1     0.981682  0.986052  0.983821    932.000000
murofet_v2     0.831942  0.944635  0.883448    932.000000
murofet_v3     1.000000  0.993348  0.996661    932.000000
necurs         0.489413  0.269313  0.335552    932.000000
nymaim         0.912494  0.859013  0.884459    932.000000
padcrypt       0.982892  0.983262  0.982969    932.000000
pizd           0.722614  0.791416  0.753026    932.000000
proslikefan    0.478569  0.551073  0.511104    932.000000
pushdo         0.853497  0.918884  0.884182    932.000000
pykspa         0.262273  0.281974  0.267340    932.000000
pykspa_noise   0.296110  0.181974  0.216167    932.000000
qadars         0.911442  0.831974  0.868981    932.000000
qakbot         0.632121  0.393348  0.478343    932.000000
ramdo          0.963840  0.986481  0.974835    932.000000
ramnit         0.243509  0.226824  0.231286    932.000000
ranbyus_v1     0.525894  0.700215  0.591821    932.000000
ranbyus_v2     0.623199  0.557296  0.572914    932.000000
rovnix         0.942794  0.877468  0.908779    932.000000
shiotob        0.768377  0.755794  0.759450    932.000000
simda          0.805694  0.830043  0.811390    932.000000
sisron         0.997427  0.993777  0.995560    932.000000
suppobox_1     0.800931  0.756438  0.773542    932.000000
suppobox_2     0.900144  0.939485  0.918728    932.000000
suppobox_3     0.988552  0.990773  0.989619    932.000000
symmi          0.993177  0.998927  0.996042    932.000000
tempedreve     0.390890  0.448712  0.412949    932.000000
tinba          0.434278  0.326609  0.352640    932.000000
vawtrak_v1     0.990230  0.998712  0.994446    932.000000
vawtrak_v2     0.829112  0.827682  0.822797    932.000000
vawtrak_v3     0.752820  0.881974  0.809479    932.000000
zeus-newgoz    1.000000  0.992275  0.996121    932.000000
legit          0.750027  0.683906  0.713011    932.000000
accuracy       0.727556  0.727556  0.727556      0.727556
macro avg      0.733559  0.727556  0.722772  47532.000000
weighted avg   0.733559  0.727556  0.722772  47532.000000
Confusion Matrix: 
              alureon  banjori  bedep  ccleaner  chinad  corebot  \
vawtrak_v1        4       0           0           0           0       0   
vawtrak_v2        0       1           0           0           0       0   
vawtrak_v3        0       0           0           0           0       0   
zeus-newgoz       0       0           0           0           0       0   
legit             5      81           0           0           0       0   

              nymaim  padcrypt  pizd  proslikefan  pushdo  pykspa  \
alureon            0         0     0            0      49      27   
banjori            0         0     0            0       0       0   
bedep              0         3     0            0      29       0   
ccleaner           0         5     0            0       0       0   
chinad             0         0     0            0       0       0   
corebot            0         0     0            0       0       0   
cryptolocker       2         6     7            2      25     125   
dircrypt           0         5     0            3      49      10   
dyre               0         0     0            0       0       0   
fobber_v1          0        10     1            0       1       2   
fobber_v2          0         0     0            0      72      18   
gozi_gpl          59         0     0            0       1       0   
gozi_luther        4         2     0            0      38       0   
gozi_nasa          6         0     0            0      26       0   
gozi_rfc4343       9         7     0            0      11       0   
kraken_v1          0         0     0           11       1       9   
kraken_v2          6         0     0          186      18      33   
locky             16         2     0          569      25     106   
matsnu             2         0     0            0       5       0   
murofet_v1         0         0     0            0       0       0   
murofet_v2         2         0     0            3       5       0   
murofet_v3         0         0     0            0       0       0   
necurs             7         0     4          721      27      31   
nymaim          4003         0    95           12      13       4   
padcrypt           0      4582     3            0       4       0   
pizd               1         0  3688            0       0       0   
proslikefan        3         0     2         2568       2     499   
pushdo            12         1     0            0    4282       4   
pykspa             1         1     1          400      30    1314   
pykspa_noise       7         0     4          367      31    1402   
qadars             0         0     3            0       3      32   
qakbot             3         5     0          174       9     220   
ramdo              3         5     0            0       0       1   
ramnit             0         6     0            2      64      29   
ranbyus_v1        27         3     3            0      22      13   
ranbyus_v2         7        12     1            0       3       0   
rovnix            16         0     3            0       0       0   
shiotob            0         1     4            1       9      56   
simda             31         0     0           88      21     205   
sisron             0         0     0            0       0       0   
suppobox_1         1         0  1055            0       0       0   
suppobox_2         0         0   186            2       0      16   
suppobox_3         2         0    14            0       0       0   
symmi              0         0     0            0       0       0   
tempedreve         0         0     2          114      20     710   
tinba             12         6     9           11      32     123   
vawtrak_v1         0         0     0            0       0       0   
vawtrak_v2         0         0     0            0      26       2   
vawtrak_v3         0         0     0            0      32       0   
zeus-newgoz        0         0     0            0       0       0   
legit            149         1    45          162      44      32   

              pykspa_noise  qadars  qakbot  ramdo  ramnit  ranbyus_v1  \
alureon                  4       0       0      0     203           0   
banjori                  0       0       0      0       0           0   
bedep                    0       0      21      1     577           9   
ccleaner                 0       0       0      0       0           0   
chinad                   0      26      40      3       0          10   
corebot                  0       0       0      0       0           0   
cryptolocker            59       0     157     15     202         610   
dircrypt                 1       0     132      0     825          11   
dyre                     0       0       0      0       0           0   
fobber_v1                2       0     129      0       0          22   
fobber_v2                4       0       0      0     185           0   
gozi_gpl                 0       0       0      0       0           3   
gozi_luther              1       0       2      0      11           0   
gozi_nasa                0       0       0      0       2           0   
gozi_rfc4343             0       0       2      0      15           0   
kraken_v1                1       0       2      0       0           2   
kraken_v2                3       0       3     10      90          21   
locky                   65       0     118     12       0         618   
matsnu                   0       0       0      0       0           0   
murofet_v1               0       0       2      0       0           2   
murofet_v2               0       0      13      0       0           0   
murofet_v3               0       0       0      0       0           0   
necurs                  23       0     106      3      20         729   
nymaim                   6       0       0      0       0           2   
padcrypt                 0       0       8      0       8           4   
pizd                     0       0       0      0       0           0   
proslikefan            242       0      18      0       9          25   
pushdo                   0       0       2      0      33           0   
pykspa                 784       1     109     37      53          28   
pykspa_noise           848       0      81     38      75          31   
qadars                  21    3877       6      6       6           9   
qakbot                 125       1    1833     32     109         119   
ramdo                    1       0      31   4597       0           9   
ramnit                   4       0      28      0    1057          13   
ranbyus_v1               7       0      57     13     140        3263   
ranbyus_v2               0       0      15      2     224         571   
rovnix                   0       0       0      0       0           0   
shiotob                 33     323      14      0      22          12   
simda                   30       0       0      0       2           0   
sisron                   0       7       2      0       0           0   
suppobox_1               1       0       0      0       0           0   
suppobox_2              22       0       0      0       0           0   
suppobox_3               0       0       0      0       0           0   
symmi                    0       0       0      0       0           0   
tempedreve             456       0      14      0      39           0   
tinba                   83       0      41      0     422         421   
vawtrak_v1               0       0       0      0       0           0   
vawtrak_v2               1       0       0      0       3           0   
vawtrak_v3               0       0       0      0       1           0   
zeus-newgoz              0       3      21      0       0           0   
legit                   35      23       2      2       5           0   

              ranbyus_v2  rovnix  shiotob  simda  sisron  suppobox_1  \
alureon                0       0        0     13       0           0   
banjori                0       0        0      0       0           0   
bedep                 10       0       35      0       0           0   
ccleaner               0       0        5      0       0           0   
chinad                14       0      375      0       0           0   
corebot                0       0        0      0       0           0   
cryptolocker         100       0        4      2       1           1   
dircrypt              21       0        1     18       2           0   
dyre                   0       0        0      0       0           0   
fobber_v1            361       0        0      0       0           2   
fobber_v2              0       0        0     17       0           0   
gozi_gpl               2     119        0      0       0           0   
gozi_luther            0       1        0      0       0           0   
gozi_nasa              0       6        0      1       0           0   
gozi_rfc4343           0      26        0      0       0           0   
kraken_v1              0       0        0      1       0           0   
kraken_v2              0       0        0     27       0           0   
locky                312       0        0     39       0           0   
matsnu                 0       0        0      0       0           0   
murofet_v1            11       2        0      0       0           0   
murofet_v2             0       0        0      0       0           0   
murofet_v3             0       0        0      0       0           0   
necurs               685       0        0     35       0           0   
nymaim                 2      68        0     22       0          36   
padcrypt               5       4        1      0       0           0   
pizd                   0       1        0      0       0         817   
proslikefan            0       0        1    217       0           0   
pushdo                 0       0        0      4       0           0   
pykspa                 0       0       15    238       1           0   
pykspa_noise           0       0        9    168       2           0   
qadars                 0       0      576      0       1           0   
qakbot                32       2        2      9       1           0   
ramdo                  0       0        0      0       0           0   
ramnit                25       0        0     19       3           0   
ranbyus_v1            48       0        0      0       0           0   
ranbyus_v2          2597       3        0      0       0           1   
rovnix                 0    4089        0      0       0           1   
shiotob                0       0     3522      0       0           1   
simda                  0       0        0   3868       0           0   
sisron                 0       0        6      0    4631           0   
suppobox_1             0       0        0      0       0        3525   
suppobox_2             0       0        0      0       0          40   
suppobox_3             0      16        0      0       0           4   
symmi                  0       0        0      0       0           0   
tempedreve             0       0        4     60       0           1   
tinba                  1       0        9      2       1           1   
vawtrak_v1             0       0        0      0       0           0   
vawtrak_v2             0       0        0      0       0           0   
vawtrak_v3             0       0        0      1       0           0   
zeus-newgoz            0       0        0      0       0           0   
legit                  0       2       45     93       0          11   

              suppobox_2  suppobox_3  symmi  tempedreve  tinba  vawtrak_v1  \
alureon                0           0      0         121     54           0   
banjori                0           0      0           0      0           0   
bedep                  0           0      0           5    173           0   
ccleaner               0           0      0           0      0           0   
chinad                 0           0      0           0      1           0   
corebot                0           0     27           0      0           0   
cryptolocker           0           0      0         122    330           0   
dircrypt               0           0      0          33    212           0   
dyre                   0           0      0           0      0           0   
fobber_v1              0           4      0           0      0           0   
fobber_v2              0           0      0         119     54           0   
gozi_gpl               0           0      0           0      0           0   
gozi_luther            0           0      0           0      0           0   
gozi_nasa              0           0      0           0      3           0   
gozi_rfc4343           0           0      0           0      5           0   
kraken_v1              0           0      0           0      2           0   
kraken_v2              0           0      0          36    112           0   
locky                  0           0      0         161    248           0   
matsnu                 0           0      0           0      0           0   
murofet_v1             0           0      0           0      0           0   
murofet_v2             0           0      0           0     24           0   
murofet_v3             0           0      0           0      0           0   
necurs                 0           1      0          61    247           2   
nymaim                12          12      0           5      3          22   
padcrypt               1           0      0           0      1           0   
pizd                 130          20      0           3      0           0   
proslikefan           27           0      0         253     37           0   
pushdo                 0           0      0           8      9           0   
pykspa                40           0      0         860     69           0   
pykspa_noise          46           0      0         776     58           0   
qadars                 0           0      0          23     10          21   
qakbot                 0           0      0         333     92           0   
ramdo                  0           0      0           0      0           0   
ramnit                 0           0      0          45    320           0   
ranbyus_v1             0           0      0           7    110           0   
ranbyus_v2             0           1      0           0      4           0   
rovnix                 0           9      0           0      0           0   
shiotob                2           0      1          72     25           0   
simda                  0           0      0           1      0           1   
sisron                 0           0      0           0      0           0   
suppobox_1            73           3      0           1      0           0   
suppobox_2          4378           1      0           6      0           0   
suppobox_3             0        4617      0           0      0           0   
symmi                  0           2   4655           0      0           0   
tempedreve            10           0      0        2091     17           0   
tinba                  0           0      4         230   1522           0   
vawtrak_v1             0           0      0           0      2        4654   
vawtrak_v2             0           0      0           2      1           0   
vawtrak_v3             0           0      0           0      0           0   
zeus-newgoz            0           0      0           0      0           0   
legit                154           1      0           7      1           0   

              vawtrak_v2  vawtrak_v3  zeus-newgoz  legit  
alureon               61          65            0     14  
banjori                0           0            0      0  
bedep                  0           0            0      0  
ccleaner               0           0            0      0  
chinad                 0           0            0      0  
corebot                0           0            0      0  
cryptolocker           2           1            0      0  
dircrypt              25          33            0     19  
dyre                   0           0            0      0  
fobber_v1              0           0            0      0  
fobber_v2             53          61            0     18  
gozi_gpl               0           0            0      1  
gozi_luther           11          19            0     14  
gozi_nasa              6           4            0     54  
gozi_rfc4343           5           5            0     45  
kraken_v1              0           7            0      5  
kraken_v2             15          33            0     26  
locky                  0           0            0      3  
matsnu                 4           1            0    111  
murofet_v1             0           0            0      0  
murofet_v2             0           0            0      0  
murofet_v3             0           0            0      0  
necurs                 0           0            0     12  
nymaim                 3           5            0    100  
padcrypt               2           0            0      0  
pizd                   0           0            0      0  
proslikefan           19          17            0     80  
pushdo                46          85            0      8  
pykspa                26          30            0     72  
pykspa_noise          38          61            0     83  
qadars                 1           2            0      0  
qakbot                 4           2            0      1  
ramdo                  0           0            0      0  
ramnit                43          36            0     25  
ranbyus_v1             0           0            0      0  
ranbyus_v2             0           0            0      0  
rovnix                 0           0            0      0  
shiotob                3           1            0      0  
simda                  4           9            0    141  
sisron                 0           0            0      0  
suppobox_1             0           0            0      0  
suppobox_2             0           0            0      9  
suppobox_3             0           0            0      0  
symmi                  0           0            0      0  
tempedreve            13           8            0      9  
tinba                  5           2            0      2  
vawtrak_v1             0           0            0      0  
vawtrak_v2          3857         617            0    126  
vawtrak_v3           394        4110            0    114  
zeus-newgoz            0           0         4624      0  
legit                 67         290            0   3187  
Precision Recall F1_score 
              Macro     Micro
F1 Score   0.722772  0.727556
Precision  0.733559  0.727556
Recall     0.727556  0.727556

Overall accuracy = 0.7275561726836657

